asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE
2371,2017-10-02T17:06:55Z,81,44392, , , ,8761920, 
2371,2017-10-02T17:06:57Z, ,46918,1686, ,2869698, , 
2371,2017-10-02T17:06:58Z, ,45046, , ,2869699, , 
2371,2017-10-02T17:06:59Z, , , , ,2869700,8762024, 
2371,2017-10-02T17:07:00Z, ,44647, , ,2869701, , 
2371,2017-10-02T17:07:01Z,82,43878, , ,2869702, , 
2371,2017-10-02T17:07:02Z,81,44311,1675, , ,8762109, 
2371,2017-10-02T17:07:05Z,78,43624, , ,2869705, , 
2371,2017-10-02T17:07:07Z,77,42866,1585, ,2869707,8762223, 
2371,2017-10-02T17:07:09Z,64,37835, ,11,2869709, , 
2371,2017-10-02T17:07:16Z,49,33931,1456, ,2869710,8762340,37390
2371,2017-10-02T17:07:21Z,46,27582,1512, ,2869712,8762414, 
2371,2017-10-02T17:07:38Z,58,31617,1674, ,2869733,8762697, 
2371,2017-10-02T17:07:40Z, ,31595, ,27,2869738, , 
2371,2017-10-02T17:07:41Z, , , , ,2869739, , 
2371,2017-10-02T17:07:43Z,59,31745,1614, ,2869740,8762762, 
2371,2017-10-02T17:07:44Z, , , , ,2869741, , 
2371,2017-10-02T17:07:45Z, ,32156, , ,2869742, , 
2371,2017-10-02T17:07:46Z,61, , , ,2869743, , 
2371,2017-10-02T17:07:46Z, , , , , , , 
2371,2017-10-02T17:07:47Z,63,33892,1746, , ,8762828, 
2371,2017-10-02T17:07:48Z, , , , ,2869745, , 
2371,2017-10-02T17:07:51Z,64,34934, , ,2869749,8762900, 
2371,2017-10-02T17:07:52Z,63, ,1940, ,2869750, , 
2371,2017-10-02T17:07:58Z,65,35290,1832, ,2869759,8763025, 
2371,2017-10-02T17:07:59Z,66,35780, , ,2869760, , 
2371,2017-10-02T17:08:03Z,65,36127,1847, ,2869766,8763098, 
2371,2017-10-02T17:08:05Z,63,36433, , ,2869769, , 
2371,2017-10-02T17:08:06Z,64,34827, , , ,8763170, 
2371,2017-10-02T17:08:07Z,63,34747,1775, ,2869772, , 
2371,2017-10-02T17:08:09Z,62,34725, ,8,2869775, , 
2371,2017-10-02T17:08:10Z,55,36615, , , ,8763240, 
2371,2017-10-02T17:08:13Z,49,33432,1355, ,2869776, ,37391
2371,2017-10-02T17:08:15Z,47,25972, , ,2869777,8763288, 
2371,2017-10-02T17:08:17Z,42,24093, , ,2869778, , 
2371,2017-10-02T17:08:20Z,43,23714,1756, , ,8763341, 
2371,2017-10-02T17:08:21Z, ,23599, , ,2869779, , 
2371,2017-10-02T17:08:28Z,52,27480,2084, ,2869784,8763432, 
2371,2017-10-02T17:08:33Z,60,31777,1686, ,2869794,8763483, 
2371,2017-10-02T17:08:39Z,66,35545,1881,41,2869810,8763625, 
2371,2017-10-02T17:08:43Z,69,35835,1947, ,2869818,8763695, 
2371,2017-10-02T17:08:43Z,70, , , ,2869819, , 
2371,2017-10-02T17:08:43Z, , , , , , , 
